x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
782,716,566,654,1024,464,567,1089,1104,919
901,723,567,677,1078,848,580,695,1062,1013
779,829,575,955,993,545,579,665,674,746
1023,820,571,1220,300,862,589,361,715,1416
858,953,568,821,772,652,595,1104,862,746
1143,525,565,611,997,520,586,1431,715,561
859,388,559,630,842,1102,544,835,904,359
653,418,549,1074,385,934,534,1018,925,838
353,1048,563,777,419,662,536,1045,692,395
1181,689,549,176,679,495,544,1274,803,1556
621,484,556,960,991,636,539,551,386,639
804,714,566,672,706,896,541,50,619,569
575,475,567,1000,625,844,545,730,1330,274
793,717,567,1399,522,812,540,595,449,1271
714,208,564,944,618,667,531,1146,464,928
519,607,571,1170,182,414,544,787,961,840
327,255,573,406,94,350,539,734,248,1090
870,524,583,518,909,426,537,609,1347,1033
180,507,577,1097,820,935,544,366,693,618
340,579,584,501,738,1106,544,538,575,774
-182,232,575,611,535,349,531,686,573,632
255,820,579,1026,1120,797,532,1001,1132,1280
608,721,575,567,631,1029,534,720,1146,723
916,471,593,1167,1118,750,539,1374,799,500
813,608,583,299,113,699,536,406,804,925
306,337,587,853,313,635,534,1034,699,544
252,689,588,787,1138,510,532,1314,820,791
826,309,598,894,557,654,534,975,775,963
645,174,602,635,571,769,539,1061,688,1103
311,1075,600,628,911,669,537,252,923,1290
289,278,596,988,394,832,537,1327,841,621
536,720,606,815,1203,642,534,1245,721,617
987,281,607,530,556,787,539,1364,1071,792
-327,1015,600,1007,1046,740,530,890,1130,1303
667,515,610,1103,975,751,533,810,568,1144
1143,613,620,684,910,361,531,879,712,1496
681,983,616,1046,863,850,534,1170,1138,805
236,-229,615,982,383,785,542,802,831,488
518,400,612,790,592,703,532,775,1069,754
279,598,610,619,1121,587,542,735,302,513
1535,918,621,878,634,563,530,682,416,963
730,873,606,688,571,511,540,369,528,919
876,27,603,1734,1053,995,523,793,788,1171
242,508,621,1102,225,468,529,654,1142,-1
1076,125,611,1366,1125,427,539,993,1027,885
324,1120,613,855,948,983,529,1063,684,1010
600,345,606,1036,1112,927,526,1273,959,421
-270,904,620,944,765,863,539,829,894,362
376,601,616,776,566,931,532,791,944,587
734,779,606,1185,270,753,524,697,1017,1381
1484,910,615,638,485,1068,474,706,1298,702
390,626,619,1159,584,969,483,854,957,875
738,683,610,784,889,388,477,548,1045,1017
388,375,614,604,808,328,480,1086,811,675
955,1907,608,841,348,900,464,396,820,853
604,668,616,667,1489,680,475,1049,887,995
842,181,611,813,1070,338,471,1437,701,886
60,761,610,618,62,529,470,647,622,589
504,441,619,790,1116,704,468,441,1096,795
344,654,615,974,843,599,485,36,770,1166
491,359,619,203,898,603,469,1163,857,1134
680,511,610,662,381,725,470,1099,770,900
550,211,617,964,430,461,478,786,888,827
-43,732,615,722,454,530,481,175,794,919
-205,276,624,554,861,741,476,874,298,337
766,734,612,933,1173,1140,481,595,467,472
1155,1004,614,672,889,827,479,1300,870,503
1068,419,619,515,788,896,488,993,889,839
948,745,619,966,898,846,482,951,917,1067
1045,1628,616,927,834,746,484,1708,692,917
880,465,621,913,563,527,486,991,1279,910
1098,769,612,651,489,641,485,1102,965,1254
872,755,619,900,949,599,493,956,787,1091
803,705,610,1016,457,590,503,938,804,950
552,773,622,818,56,806,487,1215,753,1555
391,165,615,1223,405,845,498,1074,1233,735
221,246,625,1196,425,728,490,897,558,1210
1070,822,620,483,426,504,487,694,857,931
524,721,619,589,936,566,497,1150,697,548
1369,180,622,959,349,604,494,101,733,895
402,690,627,208,919,775,504,922,882,633
-5,876,622,720,1383,631,494,1043,766,467
1020,315,615,670,1216,823,491,962,1005,1342
597,751,629,363,356,624,498,620,754,851
570,1068,620,814,780,510,503,628,698,783
884,-171,618,1062,789,791,503,246,527,1380
786,324,628,602,481,747,505,360,363,821
726,981,622,565,734,661,514,919,692,1530
943,450,612,388,744,412,507,1037,1310,672
674,889,616,933,694,945,505,915,948,1314
738,1328,616,631,873,774,524,624,863,882
880,212,617,642,1213,791,513,535,520,234
739,647,623,948,794,661,522,-13,851,950
898,418,613,501,771,439,528,715,937,1158
377,803,628,127,768,592,532,617,772,710
477,1312,626,771,1165,803,516,719,1043,346
650,671,624,695,682,757,526,545,983,770
381,677,633,733,1186,633,521,762,588,535
247,1332,623,462,1286,571,523,622,456,1278
1009,641,629,899,716,457,531,608,843,1294
352,647,615,994,548,937,527,735,1115,978
914,780,628,990,854,468,526,1370,560,1180
1038,394,629,1142,1001,884,522,752,880,720
238,-219,631,703,1371,502,513,450,659,1073
504,673,623,222,1124,804,524,746,862,939
193,246,614,702,884,891,534,676,731,783
1239,1452,621,621,988,681,534,979,989,1119
346,948,617,490,1239,640,525,1013,1055,485
977,907,627,602,594,478,531,834,578,760
388,312,625,496,889,945,541,732,960,1058
297,419,629,260,395,716,538,866,651,1200
821,-36,629,501,541,499,534,883,1275,809
717,645,630,639,1065,566,538,1178,621,1278
527,-314,626,831,482,945,548,635,777,1068
669,467,635,773,926,834,558,918,941,596
1245,695,626,757,990,372,555,757,625,757
1048,1113,622,530,837,848,538,1126,549,846
598,568,635,878,360,547,539,1230,1028,812
804,804,636,770,850,880,546,478,986,932
123,-112,626,695,-265,514,549,465,818,1156
626,676,634,767,895,792,553,1536,696,1031
909,-36,619,743,964,470,557,619,539,1411
1126,252,624,461,401,863,544,1209,735,1147
590,767,632,242,822,576,550,309,660,1036
57,236,626,896,1217,673,559,687,673,805
574,253,633,851,721,1129,567,626,912,798
320,131,636,265,1554,690,569,374,703,1276
817,-97,619,541,739,725,565,978,846,1220
470,807,631,930,1382,754,565,578,850,1178
1061,546,628,399,942,884,557,292,733,813
307,200,627,448,686,949,567,1335,371,1390
433,611,634,756,411,798,577,679,684,1113
877,850,632,602,801,669,575,1056,784,985
520,1112,635,836,770,798,560,621,588,1459
1088,437,635,650,741,754,573,1208,727,1037
663,104,627,602,691,886,580,1085,456,828
752,652,619,1203,1418,524,582,280,477,694
861,982,626,692,1044,804,578,343,752,975
445,618,629,326,790,604,580,1055,808,1331
348,-299,625,669,813,718,578,978,544,921
383,1026,628,813,775,706,588,529,755,730
334,753,627,627,1095,868,579,127,518,1042
740,366,623,657,1324,563,578,985,1137,1001
204,911,631,1010,850,929,582,808,1052,756
365,152,631,622,665,300,593,494,1186,523
879,458,623,880,1048,878,578,828,1121,951
850,-150,626,948,680,789,595,899,1064,783
1062,449,683,733,1115,505,487,762,758,547
243,1372,685,503,689,460,485,743,608,461
475,81,681,884,527,666,485,687,366,1053
1085,484,688,1173,668,893,493,736,1010,1194
1048,98,679,403,902,547,490,778,359,913
512,389,698,653,1133,523,487,162,993,810
558,457,686,660,1117,936,495,1030,1009,727
135,1015,692,1022,152,909,504,485,707,554
493,711,689,631,594,517,508,392,1066,674
559,944,694,676,865,788,501,414,924,777
519,913,687,611,475,234,509,1365,744,446
156,272,701,725,983,739,503,874,842,656
536,573,696,744,1008,736,508,817,605,1048
678,833,683,996,822,877,497,922,354,930
532,738,692,703,952,984,505,292,955,771
718,237,686,486,484,510,497,422,895,803
41,673,686,807,615,656,496,1147,793,1217
1017,520,694,403,749,653,510,387,926,729
344,697,683,532,1109,898,499,709,762,1176
-301,804,693,796,648,962,506,939,1108,881
454,358,690,954,456,985,497,-97,791,358
1091,482,702,435,1301,1162,515,672,837,1023
533,872,701,974,636,721,516,0,915,1235
897,925,690,678,927,767,508,934,1265,1303
645,625,684,1162,567,700,509,792,936,871
989,872,694,534,1566,791,511,755,527,935
1023,189,701,974,848,955,507,333,1156,948
1014,632,701,441,883,571,520,911,927,1562
285,912,696,636,837,726,518,817,746,849
356,167,695,258,40,480,528,806,856,288
702,783,704,1058,986,944,519,869,289,307
332,780,694,1150,1095,647,523,1107,640,1027
913,356,695,578,36,826,533,426,1023,857
965,977,700,756,677,635,524,1120,991,1030
432,1260,687,569,781,634,525,564,1057,772
366,901,703,1194,1407,770,541,695,490,814
686,976,692,633,402,515,540,471,793,590
836,-48,696,406,990,825,550,1043,703,1318
-184,967,695,369,960,757,546,-408,675,968
775,551,689,606,453,943,551,1517,794,787
397,1063,688,864,1220,1074,560,359,657,1029
998,437,698,994,1361,765,545,551,637,250
111,316,696,813,751,822,555,864,823,1119
645,520,704,540,762,878,565,847,710,1093
1154,177,703,609,1237,717,551,1108,714,436
160,335,696,727,1081,577,559,1244,548,1081
445,782,688,547,347,816,567,768,609,385
703,104,694,1305,931,711,565,377,1034,501
696,785,686,863,400,743,557,1447,1240,409
536,121,703,406,813,671,560,828,598,729
1071,538,692,197,688,962,568,503,728,903
570,685,694,382,839,647,566,776,363,-61
430,-123,697,886,754,958,576,759,799,1137
170,131,706,903,328,801,566,780,542,706
675,271,692,889,610,519,569,1125,1029,809
1056,380,692,380,584,810,576,453,704,1138
1584,704,698,1421,455,657,585,674,1160,787
1190,367,690,520,1288,559,579,1431,461,598
287,870,692,1018,1295,504,588,1322,775,461
918,443,706,927,1314,775,580,1183,872,984
795,262,692,358,1121,958,579,700,1147,756
90,407,698,837,122,705,588,996,822,634
1188,749,688,1016,738,641,589,1465,962,787
760,921,699,702,1146,759,596,613,845,1078
109,635,698,866,281,554,583,461,661,937
633,945,708,683,971,705,580,1213,1025,1508
433,551,700,985,357,662,583,1390,1133,801
318,457,714,723,1006,178,582,405,677,1063
677,1146,713,609,-74,852,589,639,863,1061
1108,95,706,295,620,1087,583,549,1009,934
584,686,713,938,1038,758,575,857,876,697
654,315,709,1101,595,851,570,416,706,1404
403,-126,704,889,918,945,566,706,711,666
569,724,716,761,989,733,566,1283,555,725
1155,515,703,782,567,764,571,922,883,971
986,299,717,471,260,844,566,1274,738,855
583,-227,727,414,959,767,563,817,722,653
811,473,717,1062,1019,436,569,772,924,553
508,332,731,724,364,630,554,354,1126,722
392,43,731,884,222,658,565,717,1030,1101
827,809,735,628,812,466,573,770,710,642
550,125,733,506,1010,850,572,509,756,638
287,380,724,1060,1079,643,569,397,673,1023
522,900,730,1208,328,974,560,1218,929,709
1268,518,729,834,1755,967,554,767,1126,462
1253,688,738,1092,843,1109,557,674,796,771
732,965,745,572,739,610,548,891,732,1451
300,826,740,1103,916,834,555,804,767,1420
1082,525,741,809,802,821,557,517,431,854
750,360,743,787,1118,571,543,978,794,577
982,603,741,962,787,495,543,476,308,928
892,39,754,644,987,367,556,338,812,698
624,60,746,403,1305,1254,547,287,470,958
671,924,751,645,727,841,546,391,778,1069
1052,851,756,1170,586,817,543,894,976,1089
574,667,740,894,869,642,551,1413,385,1133
909,946,737,960,769,946,555,739,707,987
624,150,746,922,870,475,546,1230,821,948
952,152,755,359,570,966,539,926,1095,1138
273,685,755,713,1427,831,546,277,1219,962
320,248,745,857,1016,588,542,885,823,1061
813,615,747,355,255,841,543,1428,1087,829
1291,753,756,961,788,1051,538,652,693,911
915,263,747,1501,728,688,534,819,836,1058
199,1185,766,767,618,791,539,844,961,1015
213,447,766,869,973,748,545,500,668,1452
1040,-27,750,1134,519,912,532,1561,732,637
126,989,759,387,984,532,537,1434,1102,799
183,1007,765,921,844,621,528,954,693,303
557,497,754,414,716,656,529,438,1137,973
741,462,750,708,1100,662,530,551,883,954
917,985,759,770,1038,905,536,585,607,1165
642,780,765,731,362,569,540,868,549,1016
650,-44,753,345,964,453,541,1233,953,703
873,46,761,362,358,757,534,1451,520,1235
520,797,756,714,967,724,541,585,397,537
920,352,759,1027,222,725,542,901,766,1316
520,689,760,735,423,940,526,1140,1216,1435
988,1038,770,840,1296,732,528,370,633,1078
901,512,776,689,373,525,527,993,509,1010
1280,-21,760,434,895,780,522,826,676,994
385,1270,770,945,889,626,527,1241,776,811
960,286,775,640,1316,355,532,-68,713,1026
1408,333,766,693,904,1002,530,644,755,1292
746,1047,764,887,899,1235,531,841,1001,781
355,295,773,815,937,820,525,249,690,862
592,1306,783,501,451,847,515,897,1041,711
548,512,781,1030,1085,970,530,1556,557,449
628,-8,771,1103,1237,799,518,1056,657,1067
656,95,777,485,703,912,480,1033,465,1010
953,1404,773,843,916,1079,485,722,762,818
306,-302,784,882,471,820,470,612,804,752
829,594,771,586,802,804,487,473,554,1047
154,846,787,82,1380,768,486,1103,735,501
1357,493,777,873,857,337,481,1007,951,805
279,776,767,935,876,748,472,775,1227,808
100,628,773,924,927,694,482,1500,1178,966
557,481,775,881,811,676,472,716,1076,988
417,544,773,606,593,718,476,785,1037,1184
277,687,768,1163,586,809,471,817,1152,704
520,1103,777,570,561,603,488,1364,868,585
754,569,778,951,958,820,498,813,778,870
-51,885,786,762,858,955,497,735,1030,823
1420,458,774,901,1107,540,496,644,656,611
610,509,788,880,667,741,506,1188,1064,713
-48,637,776,631,672,902,491,457,912,719
587,631,771,482,866,824,493,923,756,906
615,789,778,1248,1058,688,501,685,674,602
791,272,777,1245,464,602,504,572,934,824
346,623,772,408,543,690,493,750,1302,800
338,314,778,733,512,797,502,1444,724,750
872,-8,780,810,879,778,505,991,1177,739
480,968,768,704,742,694,499,761,670,1401
780,735,780,700,876,758,493,726,1146,1106
508,637,768,765,583,570,495,710,1124,1034
1286,344,785,664,1013,539,499,1364,1121,932
871,310,768,524,849,779,501,1032,832,1314
577,888,778,1188,1140,407,503,862,983,1048
541,467,769,924,948,675,499,580,1033,1854
78,608,772,401,750,552,504,415,561,1564
414,754,778,1097,545,401,513,1297,655,1097
1463,1037,782,1060,1206,800,507,927,1014,541
501,461,771,174,715,661,516,1477,897,476
611,850,777,1066,810,442,509,269,796,417
733,346,780,650,597,571,523,589,856,432
-92,407,779,871,828,419,533,1015,927,1073
568,1062,779,605,1205,616,533,866,997,1061
475,507,783,624,1009,772,533,1036,222,1361
-155,556,786,606,766,887,540,1096,749,1182
1108,635,779,881,557,707,548,564,1233,987
223,743,789,489,413,945,547,667,913,1271
885,148,779,642,299,1047,551,713,1025,876
287,146,788,1166,224,550,555,709,867,698
905,1306,788,1004,454,732,557,839,598,1303
502,17,777,782,586,504,541,1486,479,31
1083,537,789,589,835,713,550,803,1061,729
602,365,779,467,565,495,549,1517,540,388
1210,-219,774,668,470,794,554,604,849,1277
1094,316,788,1102,571,945,556,1476,688,312
585,531,787,441,372,512,550,-14,721,1143
837,-394,769,973,973,695,548,1172,861,1085
1286,315,788,532,1619,554,559,727,1092,945
761,877,779,563,909,901,550,823,976,915
298,310,776,596,338,671,551,550,768,714
795,491,781,854,1219,678,545,820,589,578
742,884,778,857,792,493,550,433,759,910
161,749,781,18,957,748,560,834,977,484
623,779,780,832,1122,967,553,788,1182,1098
432,512,779,585,618,634,552,775,732,319
1470,707,774,584,534,376,558,1095,1020,1352
91,953,775,927,1046,709,566,597,692,764
102,1062,789,774,1141,687,565,374,714,1022
810,330,781,666,699,585,572,1045,827,419
668,44,789,1059,412,738,563,231,748,502
1148,317,772,1173,896,902,576,358,989,529
392,665,784,337,400,971,568,347,377,1146
294,1204,778,802,565,500,571,449,1121,902
573,836,781,482,751,381,581,549,733,1214
475,326,783,927,303,797,575,906,917,740
841,4,790,461,-82,743,572,825,1162,828
548,537,784,599,955,558,571,713,829,1247
882,1029,781,1215,859,790,582,649,750,670
199,789,780,1139,585,371,586,804,621,820
899,291,789,564,330,740,592,607,247,618
714,-338,786,618,1215,864,578,826,720,1021
323,-103,781,1315,-23,617,585,1003,850,1121
471,865,787,576,541,436,582,1443,605,709
486,561,843,473,1227,665,488,358,1108,220
321,806,852,768,1190,810,494,350,969,1051
691,159,851,996,1233,481,483,1789,348,558
890,262,835,957,1016,876,489,1126,476,691
431,193,845,451,1178,847,488,596,723,944
719,955,844,1217,941,1089,498,1172,1018,806
437,1740,849,337,684,667,488,443,937,1203
169,492,855,1159,518,935,492,847,1096,497
972,94,852,708,916,737,502,1190,721,1006
1417,772,851,772,560,899,496,663,758,690
973,22,845,660,1089,1047,497,529,1179,806
462,400,848,860,942,1017,501,894,937,949
567,566,857,1008,982,707,498,597,1070,946
885,742,855,1073,698,642,509,141,1015,531
1365,612,855,1011,1085,875,520,529,678,733
362,1043,861,1115,1262,741,511,428,590,1336
297,772,853,273,1107,653,513,340,383,928
116,781,849,469,736,745,511,765,656,609
627,643,859,764,766,852,529,684,1358,894
457,1079,865,833,724,646,511,627,1171,1008
459,796,855,617,1101,820,521,351,573,443
834,540,848,408,660,814,512,964,784,521
819,107,851,588,510,915,511,627,1424,974
644,565,852,453,483,746,530,743,806,806
841,920,858,607,606,775,539,387,538,653
-17,77,851,780,679,661,534,247,867,1593
249,888,863,989,682,519,537,904,278,664
551,755,860,818,1012,759,547,655,561,1048
441,791,868,816,712,509,553,439,377,796
1124,688,865,731,921,660,537,1013,816,659
760,924,860,366,1211,700,548,1001,943,625
817,319,852,368,936,781,539,524,743,872
887,197,865,559,1223,734,542,562,828,1599
302,208,860,420,537,701,551,661,679,703
702,1122,851,272,734,1009,550,603,741,1302
376,329,864,263,973,633,541,265,639,1786
802,853,865,999,785,657,559,5,887,1077
439,740,863,510,390,846,552,1154,704,1359
383,1269,852,660,745,608,548,401,795,938
913,607,861,912,627,701,553,642,1284,705
643,957,859,657,490,414,563,436,1163,1149
727,395,856,868,605,216,543,1195,994,629
593,140,863,538,807,951,543,502,1001,544
602,203,869,942,1241,608,555,596,780,25
289,995,864,784,657,748,564,1242,1039,1155
-18,722,858,644,669,820,572,841,511,1090
441,1333,854,493,867,704,564,868,330,1056
629,1041,859,979,928,573,564,421,804,624
1027,815,873,695,1250,1065,570,552,363,761
835,568,864,245,891,878,565,188,914,410
541,583,863,853,1617,646,569,1457,973,1312
517,505,868,436,495,807,573,686,633,1050
1001,416,872,453,952,726,570,1145,593,877
660,338,859,541,623,558,559,1267,782,1007
-426,480,857,771,1090,650,557,977,604,674
428,988,858,748,879,687,560,664,680,578
768,570,865,692,662,792,568,1105,1345,644
957,-234,858,411,542,971,576,1032,502,128
811,206,872,358,788,892,558,117,1084,493
358,396,860,615,584,629,561,1031,612,450
536,624,874,663,222,747,578,415,864,959
291,638,862,702,483,777,560,1287,1080,825
406,397,864,922,968,786,578,1290,840,653
656,94,871,656,660,858,586,502,514,1082
953,713,878,1020,628,886,589,872,778,978
465,248,864,285,744,867,586,628,841,988
532,741,876,947,983,863,592,1652,763,1174
1426,392,877,354,920,947,588,832,584,627
1090,389,861,751,1301,336,540,383,390,868
755,836,861,877,695,643,534,189,880,1576
748,652,860,124,552,965,539,606,513,1060
475,376,854,794,779,585,543,887,767,964
1361,1341,852,441,909,736,542,1429,872,452
985,471,862,495,818,347,539,1032,719,998
916,944,857,895,1132,708,545,1075,989,999
849,950,855,562,1208,757,534,741,1139,689
623,220,865,1099,1127,564,540,630,847,486
850,1024,870,1104,396,555,545,432,649,544
614,13,855,974,1049,1240,536,650,810,787
788,761,865,961,858,767,538,1097,706,738
593,402,860,1097,680,651,535,742,854,1438
328,245,870,913,370,462,541,884,656,951
616,587,875,509,812,627,532,1025,962,1995
1133,453,868,691,482,955,527,415,641,1291
1194,643,878,1100,867,723,541,761,759,916
743,665,873,873,871,687,532,628,943,396
-129,943,883,384,1661,436,528,87,1403,99
